pub_date	title	venue	excerpt	citation	url_slug	paper_url
2022-08-18	Fidelity-guaranteed entanglement routing in quantum networks	IEEE Transactions on Communications	This paper is about quantum networks.	Jian Li, You. (2022). "Fidelity-guaranteed entanglement routing in quantum networks." <i>IEEE Transactions on Communications</i>. 1(1).	Fidelity-guaranteed entanglement routing in quantum networks	https://github.com/infonetlijian/JianLi_Homepage/tree/gh-pages/files/Fidelity-guaranteed entanglement routing in quantum networks.pdf
