title	type	url_slug	venue	date	location	talk_url	description
创新为帆，奔赴网络安全的星辰大海	Talk	talk-1	合肥, 安徽创新馆	2022.09.10	Hefei, China	2022年9月，受邀参加合肥市“2022年国家网络安全宣传周青少年日”主题活动，并在会上就“科技助力网络安全”主题进行公开演讲，演讲题目为“创新为帆，奔赴网络安全的星辰大海”。![](https://github.com/infonetlijian/JianLi_Homepage/tree/gh-pages/images/2022.9.10/1N7A7162.JPG)
